836,3,Galatasaray'in taraftar grubunun adi nedir?,MegAslan,SuperAslan,UltrAslan,FanatikAslan,C,33
837,4,Iskambil kagitlariyal oynanan bul karayi al parayi oyununda kac kart vardir?,2,3,4,7,B,33
838,5,TV'de Jimmy Hendrix'ten dinlediginiz muzik hangi alete aittir?,Keman,Kontrbas,Org,Gitar,D,33
839,6,1415'ten beri istifanin gerceklesmedigi hangi makamin sahibi gorevi birakacagini aciklamistir?,Ingiltere Kralicesi,Japonya Imparatoru,Papa,Ortodoks Patrigi,C,33
840,7,Dunyanin kendi ekseni etrafinda dondugunu ilk kez kanitlayip Umberto Eco'nun kitabina da adini veren unlu deney hangisidir?,Schrodinger'in Kedisi,Pavlov'un Kopegi,Foucault Sarkaci,Mobius Seridi,C,33
841,1,Sanssizligi yenip basarili olmaya baslanmasinda seytanin nesi kirilir?,Kalbini,Yabasini,Bacagini,Kolunu,C,33
842,2,Sahip olunan tum parayi kaybetmek anlaminda sermayeyi hangisine yuklemekten bahsedilir?,Kediye,Karincaya,Tirtila,Kostebege,A,33
843,3,Hangi sehirden oldugunu soyleyen kisilere Aslen nerelisin denir?,Bursa,Zonguldak,Denizli,Istanbul,D,33
844,4,Birbirini iterek alandan cikarmaya calisan iki iri guresci sporu nedir?,Deve guresi,Sumo guresi,Amerikan guresi,Boga guresi,B,33
845,5,TV'de Vanessa Mae'den dinlediginiz  ses hangi muzik aletine aittir?,Keman,Viyolonsel,Cello,Arp,A,33
846,6,Fransica tuvalet suyu anlamina gelen parfumden hafif kokular icin kullanilan kelime hangisidir?,Eau de toilette,Eau de cologne,Eau de parfum,After shave,A,33
847,7,Fil yutmus boa yilani hangi kitabin unlu resmidir?,Seker Portakali,Pal Sokagi Cocuklari,Kucuk Prens,Kibritci Kiz,C,33
848,8,Ahenk kaidesi hangisinin eskiden kullanilan adidir?,Uyum yasasi,Unlu uyumu,Esitlik kurali,Kiris,B,33
849,1,Yasi buyuk hareketleri kucuk olan insanlarin icinde ne oldugu soylenir?,Yumurcak,Palyaco,Cocuk,Barbie,C,34
850,2,Fare dusse basi yarilir hangi durum icin soylenir?,Zayiflik,Yoksulluk,Sanssizlik,Acemilik,B,34
851,3,Elinizdeki bulmacada Resimdeki unlu ve anahtar kelime kavramlari varsa turu nedir?,Sarmal,Kare,Mozaik,Cengel,D,34
852,4,Ozel ekmek icine sucuk sosis kasar tursu yapilan meshur tost nerenindir?,Mengen,Ayvalik,Susurluk,Inegol,B,34
853,5,Ust uste durmalariyla hatirlanan hayvanlardan olusan muzik grubunun hikayesi nedir?,Bremen Mizikacilari,Hayvan Ciftligi,Cizmeli Kedi,Karamazov Kardesler,A,34
854,6,Maclarda yorum yaparken atilan golden once gol olur demesiyle unlu yorumcu kimdir?,Mustafa Denizli,Tanju Colak,Metin Tekin,Ridvan Dilmen,D,34
855,7,TV'de kendi sesinden dinlediginiz Sana dun bir tepeden baktim Aziz Istanbul siir hangi sairindir?,Ahmet Hasim,Fazil Husnu Daglarca,Melih Cevdet Anday,Yahya Kemal Beyatli,D,34
856,1,Kotu ve rahatsiz edici sesi olan insanlar neye benzetilir?,Karga,Baykus,Papagan,Kuzgun,A,34
857,2,Turkiye'ye gelen turistlerin mutlaka yemek isteyip ismini kolayca soyledikleri yiyecek nedir?,Sis kebap,Kokorec,Hunkar begendi,Lahmacun,A,34
858,1,Bir konuda deneyimli oldugunu soylemek isteyen saclarini nerede agirtmadigini soyler?,Kuyuda,Gemide,Degirmende,Magarada,C,34
859,2,Tadindanda yenmememk ne zaman denir?,Cok acikmak,Cok begenmek,Cok tatli bulmak,Hic begenmemek,B,34
860,3,Hangisi bir hayvanla yapilir?,Badminton,Eskrim,Polo,Kriket,C,34
861,4,Rasgele yere birakilan cubuklari digerlerini kipirdatmadan tek tek toplamaya dayali oyun hangisidir?,Dama,Mikado,Jenga,Dart,B,34
862,5,Cizgi film karakteri Varyemez amca hangi hayvandir?,Tavsan,Kopek,Ordek,Agackakan,C,34
863,6,TV'de dinlediginiz ses hangi muzik aletine aittir?,Akordeon,Lir,Org,Gayda,A,34
864,7,Yuzuklerin efendisi filminin yonetmeni kimdir?,George Lucas,David Lynch,Peter Jackson,Kim Bartson,C,34
865,8,James Joyce ile tanistiginda Ulysses'e hayranligi icin pencereden atlamaya kalkan Muhtesem Gatsby'nin yazari kidmir?,Arthur Miller,Boris Vian,Charles Bukowski,F. Scott Fitzgerald,D,34
866,1,Sudan cikmis baliga donmek ne zaman denir?,Yorgunluk,Korku,Unutkanlik,Saskinlik,D,34
867,2,Cok neseli kisilere ne denir?,Kelli felli,Sen sakrak,Citi piti,Etli budlu,B,34
868,3,Oyuncu veya komdeyenlerin tek baslarina hikaye anlattiklari gosterilere ne denir?,Revu,Sitcom,Pandomim,Stand up,D,34
869,4,Satrancta korunmasi gereken ve oyun bitince piyonla ayni kutuya konulan tas hangisidir?,Sah,At,Fil,Vezir,A,34
870,5,Bulundugumuz yilda(2013) kac dogumlular ehliyet alabilir?,1995,1998,2000,2001,A,34
871,6,Futbolda tam 90 diye bilinen golleri ifade etmek icin halk arasinda neyi almak denir?,Fil disini,Demir parmakligi,Orumcek agini,Tas duvari,C,34
872,7,TV'de Yeni Turku'den dinlediginiz Yilardan sonra Yollardan sonra sarkisinin sozleri hangi sairindir?,Turgut Uyar,Murathan Mungan,Kucuk Iskender,Ismat Ozel,B,34
873,8,1 kilo alan insan yaklasik kac kalori almistir?,1000,4000,7000,10000,C,34
874,9,Alfabelerde Elif ve Alfa biciminde karsimiza cikan harflerin kokeni Alef'in anlami nedir?,Okuz,Esek,Saban,Kilic,A,34
875,1,Onemsiz bir meseleyi buyuten pireyi ne yapar?,Gergedan,Deve,Su aygiri,Fil,B,34
876,2,Kadeh kaldirirken ne denir?,Alo,Heyamola,Oley,Serefe,D,34
877,3,Cam sisede satin alinan mesrubatin bos sisesi geri donunce ne verilir?,Kredi,Konsinye,Kapora,Depozito,D,34
878,4,Belediyeye ait araclarin plakalari ne renktir?,Siyah,Yesil,Sari,Kirmizi,A,34
879,5,Akrobasi yapan guvercine ne denir?,Cambaz,Sihirbaz,Taklaci,Sakaci,C,34
880,6,TV'de H. Senlendirici'den dinlediginiz ses hangi muzik aletine aittir?,Flut,Klarnet,Trompet,Saksafon,B,34
881,7,Sefiller ve Notre Dame'in Kamburu'nun yazari kimdir?,Victor Hugo,Lev Tolstoy,Charles Dickens,Jen Rousseau,A,35
882,8,"Arapca'da kucuk,garip sey anlamina gelen kelimeyle adlandirilan yiyecek nedir?",Mucver,Kuskus,Kurabiye,Poncik,C,35
883,1,Cok mutlu olan kisinin yuzunde ne acar?,Papatyalarin,Menekselerin,Gullerin,Sumbullerin,C,35
884,2,Uyari amacli populer otomobil yazisi hangisidir?,Dikkat bebek var,Kirilacak esya,Yuksek gerilim hatti,Dikkat hamile var,A,35
885,3,Muzikcalaralarda oynat dugmesi uzerinde ne bulunur?,Nokta,Kare,Ucgen,Daire,C,35
886,4,Goruyorum ve artitiyorum sozleri hangi oyunda gecer?,Poker,Rulet,Bric,Bezik,A,35
887,5,TV'de dinlediginiz ses hangi muzik aletine aittir?,Flut,Trompet,Gayda,Saksafon,B,35
888,6,"Demokrasileri darbelerle sekteye ugramis, ekonomoik durumu kotu ulkelere ne cumhuriyeti denir?",Karpuz,Muz,Ananas,Limon,B,35
889,1,Yanip tutusmak hangi durumda kullanilir?,Acele etmek,Kiskanmak,Asik olmak,Cok aci yemek,C,35
890,2,Aksiyon filmlerinde birine odeme yapilacaginda paranin yarisi hemen kalani ne zaman verilir?,Ay basinda,Seneye,Uc vakte kadar,Is bitince,D,35
891,3,Mahalle macinda oyuna girmek isteyen kimden izin alir?,Kaleciden,Topun sahibinden,Mahallenin muhtarindan,Hakemden,B,35
892,4,Boks ringleri ne sekildedir?,Kare,Daire,Oval,Dikdortgen,A,35
893,5,TBMM baskaninin kursude giymek zorunda oldugu giysi hangisidir?,Cubbe,Frak,Smokin,Takim elbise,B,35
894,1,"Eskiden anneler, yaramazlik yapan cocuklari kime goturmekle tehdit ederlerdi?",Falciya,Kalayciya,Igneciye,Bekciye,C,35
895,2,Sutu kaynatip icine bir kasik yogurt koyup kapatirsak ertesi gun ne cikar?,Ayran,Peynir,Tereyagi,Yogurt,D,35
896,3,Zafer isareti hangi harfle gosterilir?,L,T,V,X,C,35
897,4,TV'de dinlediginiz Kartal Gol Gol Gol tezahurati 132 desibelle soyleyen hangi takimin taraftaridir?,Besiktas,Galatasaray,Fenerbahce,Trabzonspor,A,35
898,5,Ici yumusak maddelerle dodurularak hazirlanan yastik benzeri koltuk adini hangi meyvadan alir?,Elma,Armut,Karpuz,Ayva,B,35
899,6,Don Kisot'un yazari kimdir?,Cervantes,Dante,Puskin,Balzac,A,35
900,7,"CesurmYurek, Isa'nin Cilesi ve Apocalypto'nun yonetmeni kimdir?",Woody Allen,Mel Gibson,Sean Penn,Clin Eastwood,B,35
901,8,"Uranus, Neptun, Jupiter, Mars, Merkur gibi gezegenler adini nereden alir?",Antik sehir adlarindan,Din adamlari adlarindan,Mitolojik tanrilardan,Kasiflerinin isimlerinden,C,35
902,9,Makamini para karsiliginda satan lider kimdir?,Korkunc Ivan,I. Dalai Lama,Papa IX. Benedict,Imparator Neron,C,35
903,10,Koleksiyonunda yer aln 573 sanat eserinin toplam degeri 2000 dolari bulmayan MOBA yani Kotu Sanat Muzesi nerededir?,ABD,Japonya,Avustralya,Norvec,A,35
904,1,Buyukler genclerin hesap odemesini ne diyerek engeller?,Ogrencisin,Fakirsin,Sanslisin,Yalnizsin,A,36
905,2,Lunaparklarda kendi ekseninde donen oyuncak kimin etegindedir?,Palyaco,Cadi,Balerin,Sihirbaz,C,36
906,3,Hangi meyvenin curugu bir renktir?,Erik,Kayisi,Cilek,Visne,D,36
907,4,Kuyruklu piyanaoda kac ayak vardir?,3,4,5,6,A,36
908,5,Hangisi izlemeden sonunu bildigimiz bir filmdir?,Avatar,Titanic,Matrix,Karayip Korsanlari,B,36
909,6,TV'de dinledigiginiz Erkan Ogur turkusu nedir?,Turnalar,Hey onbesli,Cemberimde gul oya,Carsambayi sel aldi,B,36
910,7,Sinemaya da uyarlanan Ruzar Gibi Gecti romaninin yazari kimdir?,Margaret Mitchell,Barbara Cartland,Jane Austen,Emily Bronte,A,36
911,8,Batililar birOsmanli icecegi olan Serbeti dondurarak hangi tatliyi yapmstir?,Jole,Kup,Sorbe,Rokoko,C,36
912,1,Hangi icecegin yorgunluk icin yapilani vardir?,Boza,Cay,Kahve,Limonata,C,36
913,2,Hayirdir insallah denilen kisi ne anlatir?,Ruyasini,Dugununu,Dunku diziyi,Askerlik anilarinin,A,36
914,3,Eskiden etrafa guzel koku vemresi icin sobanin zerine ne kabugu konurdur?,Kavun,Seftali,Ayva,Portakal,D,36
915,4,Hangi regin askerlikle anilan bir tonu vardir?,Siyah,Yesil,Beyaz,Mavi,B,36
916,5,Kapilarini sileceklerini ve fren isiklarini goremiyorsaniz otobusun neresine bakiyorsunuzdur?,On,Arka,Sol,Sag,C,36
917,1,Mart ayi hangi hayvanlar icin ayri onem tasir?,Tavuk,Kopek,Tavsan,Kedi,D,36
918,2,Seircilerin baslarini devamli saga sola cevirerek izledigi spor hangisidir?,Boks,Golf,Gures,Tenis,D,36
919,3,Sessiz sinama oyununda eliyle 2 isareti ne anlama gelir?,Yerli film,Yabanci film,Iki kelime,Es anlamli kelime,C,36
920,4,Star Wars filmlerine ozgu silah hangisidir?,Ates topu,Katana,Nuncaku,Isin kilici,D,36
921,5,TV'de dinleiginiz ne sesidir?,Bilgisayar acilirken,Internete baglanirken,CD calarken,Bilgisayar kapanirken,B,36
922,6,Muzikleri ve danslariyla meshur Bollywood sinemasi hangi ulkeninidir?,Hindistan,Japonya,Iran,Cin,A,36
923,7,1969'da New York'ta 500 bin kisinin bulustugu Jimi Hendrix'li muzesi olan festival hangisidir?,Woodstock,Oktoberfest,Glastonbury,Live 8,A,36
924,1,Filmlerde fidye isteyenler kacmak icin hangisini talep eder?,Aylik akbil,Motosiklet,Spor ayakkabi,Helikopter,D,36
925,2,Medeni hal sorusuyla hangisi kastedilir?,Egitim durumu,Evlilik durumu,Askerlik durumu,Maddi durum,B,36
926,3,Gece 1'de yatip oglen 12'de uyanan uykucu kac saat uyumustur?,10,11,12,13,B,36
927,4,Olimpiyat halkalarinda kac cember vardir?,3,5,7,9,B,36
928,5,Para miktari anlamina gelen kelimenin dogr yazilimi nedir?,Mevla,Mevlag,Meblag,Mebla,C,36
929,6,Istanbul'a Amerika gibi uzak yerden donen kisi ne yasar?,Jetlag,Halusinasyon,Vertigo,Dejavu,A,36
930,7,TV'de dinlediginiz <Bir tatli huzur almaya geldik kalamis'tan> sarkisini kim seslendirmektedir?,Selahattin Pinar,Yildirim Gurses,Zeki Muren,Munir Nurettin Selcuk,D,36
931,8,Colde her yonden esen ruzgarin olusturdugu kum tepesi ne bicminde olur?,Hilal,Yildiz,Daire,Ucgen,B,36
932,1,Ates bacayi sardi hangi durumu ifade eder?,Ozlemek,Hastalanmak,Asik olmak,Umudu kesmek,C,36
933,2,Hangisi dil surcmesi degildir?,Cat kasmak,Yarayan kana,Gaz basa,Goz suzmek,D,36
934,3,Aslinda sportif aktivite olup askerde ceza olan nedir?,Parende atmak,Kopru kurmak,Sinav cekmek,Amuda kalkmak,C,36
935,4,Guvercin tavsan gibi hayvanlara kagit cektirip okuyan insanlara ne denir?,Niyetci,Sarraf,Arzuhalci,Hattat,A,36
936,5,Bowling topu kac deliklidir?,1,2,3,5,C,36
937,6,TV'de dinlediginiz Sakinirim kiskanirim nakaratli Neset Ertas sarkisinin adi nedir?,Karadir bu bahtim,Muhur gozlum,Telli turnam,Altin hizma,B,36
938,7,Hastalikli kumar takintiis nedeniyle Kumarbaz romanini yaza Yeraltindan Notlar kitabinin yazari kimdir?,Dostoyevski,Tolstoy,Puskin,Nabokov,A,36
939,8,Hayati boyunca kafasnin kopup omuzlarindan dusmesinden korkan Findikkiran balesinin bestecisi kimdir?,Tchaikovsky,Brahms,Chopin,Ravel,A,36
940,9,Viskinin ficilara konulduktan sonra kimyasal tepkime ile buharlasan kismina ne denir?,Topragin payi,Dionysos payi,Mesenin payi,Meleklerin payi,D,36
941,10,Eski Yunanca'da Angarya kimin isine denirdi?,Marangoz,Cellat,Ulak,Filozof,C,37
942,1,Birinden kibarca birsey yapmasi nasil istenir?,Lafi mi olur,Darisi basiniza,Zahmet olmazsa,Gozunuz aydin,C,37
943,2,Okun yaydan duzgun gitmesi icin arkasina ne takilir?,Kus tuyu,Kurdele,Misina,Bakir tel,A,37
944,3,Siyasi fiziki topogrofik ne turleridir?,Kroki,Takvim,Sozluk,Harita,D,37
945,4,Kuvvetler ayrligi hangileri icindir?,Hava kara deniz kuvvetleri,Yasama yurutme yargi,Danistay sayistay yargitay,TSK mit polis teskilati,B,37
946,5,Kim Milyoner olmak ister'de son soruya gelen Jamal'in hikayesini anlatan film hangi ulkede gecer?,Cin,Rusya,Hindistan,Brezilya,C,37
947,6,TV'de dinlediginiz Yaylalar Yayalari seslendiren grup hangisidir?,Londra Senfoni Orkestrasi,Isvec Kraliyet Korosu,Berlin Filarmoni Orkestrasi,Kizilordu Korosu,D,37
948,7,Taksi Soforu Siki dostlar ve New York cetelerini kim yonetmistir?,Francis Ford Coppola,Martin Scorsese,John Ford,Akira Kurosawa,B,37
949,1,Misafirligin sonunda ve tam giderken baslayan uzun muhabbet nedir?,Kapi onu,Pencere onu,Balkon girisi,Merdiven alti,A,37
950,2,Karda kamufle olmak isteyen ne renk giyinmelidir?,Sari,Siyah,Yesil,Beyaz,D,37
951,3,Bir cok filme ve romana konu olan Drakula'nin unvani nedir?,Kral,Duk,Kont,Sovalye,C,37
952,4,Petrol fiyatlari hangi olcu brimiyle belirlenir?,Bidon,Fici,Varil,Damacana,C,37
953,5,Tavladaki sayilarin isimleirnin cogu hangi dildendir?,Latince,Hintce,Arapca,Farsca,D,37
954,6,TV'de dinlediginiz ses hangi hayvana aittir?,Cekirge,Ari,Kurbaga,Circir bocegi,D,37
955,7,Gectigimiz gunlerde ulkesinin ilk astronotu olmak istedigini soyleyen siyasetci kimdir?,Angela Merkel,Mahmud Ahmedinejad,Silvio Berlusconi,Hugo Chavez,B,37
956,8,Yaklasik 600 yol Avrupali berberler ayni zamanda hangi meslegi yapmistir?,Cerrah,Gokbilimci,Kimyager,Kuyumcu,A,37
957,9,1953'te James Watson ve Francis Frick'in beraber cozdugu gizem hangisidir?,Kara Delikler,DNA,Buyuk Patlama,Misir Hiyeroglifleri,B,37
958,10,Donusu olmayan kopru hangi iki ulke arasindadir?,Israil-Filistin,Kuzey Kore-Guney Kore,Ermenistan-Azebaycan,Cek Cumhuriyeti-Slovakya,B,37
959,7,TV'de dinlediginiz Ne kadinlar sevdim zaten yoktular siiri hangi sairinidir?,Edip Cansever,Atilla Ilhan,Turgut Uyar,Refik Durbas,B,38
960,1,Belli bir yasa gelen erkekler cicek ve cikolatayla nereye giderler?,Is gorusmesine,Askere,Kiz istemeye,Diploma torenine,C,38
961,2,Bir duruma dayanamayan nereme kadar geldi diye gosterir?,Boyun,Mide,Gogus,Omuz,A,38
962,3,Agacin altina ortu gerip silkelenerek toplanan meyve hangisidir?,Kiraz,Dut,Incir,Uzum,B,38
963,4,Bir kisi fikrini kac derece cevirirse tam karsisi olur?,45,90,180,360,C,38
964,5,TV'de dinlediginiz Kadinim sarkisini kim selendirmektedir?,Tanju Okan,Alpay,Ilhan Irem,Fatih Erkoc,A,38
965,6,Ayakkabilardaki topuk yuksekligi hangi kelimeyle ifade edilir?,Inc,Pont,Punto,Ons,B,38
966,7,Beni bir gozleri ahuya zebun etti felek dizeleri hangisine aittir?,IV. Murad,Kanuni Sultan Suleyman,Yavuz Sultan Selim,Fatih Sultan Mehmet,C,38
967,1,Eskiden mahallelerde kime sepet sarkitilirdi?,Bakkal,Eczaci,Terzi,Berber,A,38
968,2,Cok ince bacaklar neye benzetilir?,Kalem,Iplik,Kurdan,Catal,C,38
969,3,Halk arasinda sesi guzellestirdigi icin hangisi cig icilir?,Gul suyu,Bildircin yumurtasi,Ari sutu,Limon suyu,B,38
970,4,Ozellikle sicak yaz gunlerinde tatil yerlerinde buzl hangi cerez satilir?,Fistik,Badem,Leblebi,Findik,B,38
971,5,TV'de dinlediginiz Huysyz ve Tatli kadin sarkisini kim seslendirmektedir?,Munir Nurettin Selcuk,Erol Sayan,Zeki Muren,Alaattin Yavasca,C,38
972,6,Oscar'da en iyi yonetmen dahil 4 odul alan Pi'nin yasaminda hangi hayvan basroldedir?,Zebra,Kaplan,Orangutan,Sirtlan,B,38
973,7,Nobel edebiyat odullu Siddhartha'nin yazari kimdir?,Patrick Suskind,Paulo Coelho,Herman Hesse,Tim Robbins,C,38
974,1,Ters duz edilince icinde karlar yagan sus esyasina ne denir?,Kar kuresi,Muzik kutusu,Fildisi Kule,Rubik kupu,A,38
975,2,Ogrenci evlerinde en cok ne piser?,Hunkar begendi,Makarna,Yaprak sarma,Karniyarik,B,38
976,3,Izleyiceler ATV logosunu ekranin neresinde gorur?,Sag alt,Sol alt,Sag ust,Sol ust,D,38
977,4,Odullendirmek icin atlara ne verilir?,Kesme seker,Uzum,Lokum,Findik,A,38
978,5,TV'de dinlediginiz Unzile sarkisini kim seslendirmektedir?,Sezen Aksu,Zuhal Olcay,Nilufer,Yildiz Tilbe,A,38
979,6,Bir kisiyi temsil eden ve igne batirilan bebek nedir?,Tattoo,Chucky,Voodoo,Matruska,C,38
980,7,Ayagin yukari asagi hareket etmesini saglayan tendonun adi nedir?,Asil,Atlas,Talus,Pelvis,A,38
981,1,Ev kadinlarinin birinin evinde toplanip duzenlidigi gune ne denir?,Gumus,Altin,Inci,Bronz,B,39
982,2,Kucuk alet olmasi oldugu halde ev resinin guc simgesi olan alet hangisidir?,Mikser,Oklava,Televizyon kumandasi,Matkap,C,39
983,3,Bir partiden olmayan milletvekiline ne denir?,Ozerk,Muhalif,Alternatif,Bagimsiz,D,39
984,4,Capraz tasinan rahat omuz cantasi adini hangi meslekten alir?,Postaci,Avukat,Doktor,Fotografci,A,39
985,5,80lerde mizah dergileri ne renk olurdu?,Mavi-Beyaz,Sari-Siyah,Sari-Yesil,Kirmizi-Siyah,B,39
986,6,Amerikalilarin dekoratif olarak da kullandigi siyah bilardo topunun sayisi nedir?,2,4,6,8,D,39
987,7,TV'de dinlediginiz Bir Ada Hikayesinin sahibi yazar kimdir?,Ahmet Hamdi Tanpinar,Yasar Kemal,Sait Faik Abasiyanik,Kemal Tahir,B,39
988,8,Bizde Sabir kupu de denilen standart bir Rubik kupu ayrilabilen kac kupten olusur?,26,32,42,46,A,39
989,1,Yeni dogan bebegin ailesine ne denir?,Allah akil fikir versin,Allah rahatlik versin,Allah zihin acikligi versin,Allah anali babali buyutsun,D,39
990,2,Bir anlasmayi sifahen yapmak ne demektir?,Sozlu olarak,Sahitler huzurunda,Yazili olarak,Gecici olarak,A,39
991,3,Eti pisirmeden cesitli baharat yag salca icinde bekletmek nedir?,Salamura,Demleme,Terbiye,Islama,C,39
992,4,Ispanya'da eglence amacli insan kuleleri Turkiye'de ne zaman apilir?,14 subat,14 mart,23 nisan,19 mayis,D,39
993,5,Ruzgar estiginde sersemleyip kolay avlanan balil hangisidir?,lodos baligi,poyraz baligi,karayel baligi,kesisleme baligi,A,39
994,6,Uzay Yolu dizisinde isinlamahangi karakterin goreviydi?,Kaptan Kirk,Mr. Spock,Scotty,Dr. McCoy,C,39
995,7,TV'de dinlediginiz Kirpiklerin ok ok eyle vur sineme oldur beni turkusunu kim seslendirmektedir?,Musa Eroglu,Arif Sag,Volkan Konak,Kubat,A,39
996,8,Hangi sayi Jules Verne roman isimlerinde yer almaz?,5,9,80,20000,B,39
997,9,Suveys'e kanal Karadeniz'e bogaz acma gibi projeleri olan sadrazam kimdir?,Koprulu Mehmet Pasa,Sokullu Mehmet Pasa,Baltaci Mehmet Pasa,Damat Rustem Pasa,B,39
998,10,1997'de hangi ulkenin 3 vatandasi atalarindan miras kaldigini dusundukleri Mars'a izinsiz uzay araci gonderen NASA'yi mahkemeye vermisti?,Yemen,Hindistan,Kuzey Kore,Iran,A,39
999,1,Halk arasinda neye evliligin tadi tuzu denir?,Tatil,Tartisma,Alis veris,Akraba ziyareti,B,39
1000,2,Okulda ogrenciler ne sirasina gore dizilir?,Boy,Kilo,Not,Yas,A,39
1001,3,Okuma sekline gore anlami degisen hangisidir?,Cakil,Kalem,Vakif,Tabir,C,39
1002,1,Suru psikolojisi hangi hayvanla anlatilir?,Cekirge,Koyun,Balik,Kus,B,39
1003,2,Paspaslarda genelde ne yazilir?,Hosgeldiniz,Iyi calismalar,Yine bekleriz,Afiyet olsun,A,39
1004,3,Halk arasinda on disleri ayrik olanlarda ne oldugu soylenir?,Yaraticilik,Durustluk,Zeka,Sans,D,39
1005,4,Hollywood filmlerinde azili suclular hangisini gecince rahatlarlar?,Meksika sinirini,goldengate koprusunu,ondeki arabayi,nevada colunu,A,39
1006,5,TV'de dinlediginiz muzik hangi turdedir?,Vals,Flamenko,Kabuki,Opera,D,39
1007,6,Arabayla geri geri giderken direksiyonu sola cevirirseniz hangi yonde giderisiniz?,Geriye sola,Geriye saga,Ileri sola,Ileri saga,A,39
1008,1,Belli etmeden etkileyen cekici korkucu insanlara Yere bakan .... ne denir?,Sir saklayan,Hikaye anlatan,Goz dolduran,Yurek yakan,D,40
1009,2,Hangisini insanlar caya batirip yemeyi sever?,Borek,Tost,Buskuvi,Pasta,C,40
1010,3,90'larda TV'de telefon tuslarina baslayarak oynanan ve karisini kurtarmaya calisan kahramanli oyun hangisiydi?,Hugo,Teletubbies,Furby,Pepee,A,40
1011,4,Bijuteride genelde satilir?,Oyuncak,Kumas,Taki,Parfum,C,40
1012,5,Bilgisayardaki ok standart olarak hangi yonu gosterir?,Sol alt,Sag alt,Sol ust,Sag ust,C,40
1013,1,Onunden kedilerin eksik olmadigi dukkan hangisidir?,Kasap,Bakkal,Manav,Terzi,A,40
1014,2,Fiyatlarin yuksek olmasina ne denir?,Sekerli,Aci,Eksi,Tuzlu,D,40
1015,3,Amerikan filmlerinde genelde bombanin patlamasina kac saniye kala durdurulur?,1,5,8,10,A,40
1016,4,90larda hangisinin parcalari farkli model ve parcalardan alinip toplamasi yapilirdi?,Televizyon,Buzdolabi,Bilgisayar,Radyo,C,40
1017,5,Eksi inci uludag itu gibi isimleri olan internet sitelerinin turu nedir?,Ajanda,Ansiklopedi,Rehber,Sozluk,D,40
1018,6,Satrancta kac degisik turde tas bulunur?,5,6,7,8,B,40
1019,7,TV'de dinlediginiz eski Azer Baycan Kultur Bakani Polad Bulbuloglu ile duet yapan sarkici kimdir?,Sebnem Ferah,Umay Umay,Sertab Erener,Nil Karaibrahimgil,A,40
1020,8,Gectigimiz gunlerde Ingiltere'de bir otoparkin altinda kemikleri bulunan kisi kimdir?,III. Richard,J.R.R. Tolkien,Robin Hood,Karindesen Jack,A,40
1021,9,Nobel odulunden kazandigi parayla eski karisina cocuk nafakasi odeyen unlu bilim adami kimdir?,Ivan Pavlov,Albert Einstein,Alexander Fleming,Pierre Curie,B,40
1022,1,Seyyar oyuncak ve balon saticilari ne diye bagiirir?,Derya kuzusu,Aksam pazari,Cocugunu sevindir,Ilac niyetine,C,40
1023,2,Deniz fenerlerinin buyuk bolumu ne renktir?,Beyaz,Siyah,Kirmizi,Mavi,A,40
1024,3,Hangi meyvenin henuz olmamisi dalindan koparilinca ucundan sut cikar?,Uzum,Kayisi,Incir,Cilek,C,40
1025,4,Hangi hayvanin kendine ozel sesi yoktur?,At,Esek,Yilan,Geyik,D,40
1026,5,TVde dinlediginiz sarki hangi cizgi filmindir?,Jetgiller,Tas devri,Temel reis,Shrek,C,40
1027,6,Yemek programlarinda sikca kullanilan julyen nasil dograma bicimidir?,Kup kup,Uzun ince,Halka halka,Yarim ay,B,40
1028,7,Anna Karenina'nin yazari kimdir?,Gogol,Tolstoy,Cehov,Gorki,B,40
1029,8,Hangi liderin tarihi suikasti icin gorevli 6 kisi firsati kacirip sonra iclerinden biri arabasi bozulan lideri sans eseri gorup vurmustur?,Ernesto Che Guevara,Car II. Nikola,Benito Mussolini,Franz Ferdinand,D,40
1030,1,Bogalari kizdirmak icin ne renk gosterilir?,Kirmizi,Mavi,Sari,SIyah,A,40
1031,2,Cocuklarin cok sevdigi kucuk krakerler ne sekildedir?,Fil,Balik,At,Kelebek,B,40
1032,3,Okey veya iskambil oynamak icin bir araya gelmeye ne kurmak denir?,Dikdortgen,Ucgen,Kare,Cember,C,40
1033,4,On yuzunde siyah hakim olmasina ragmen on yuzunun rengiyle anilan ABD dolari ne renktir?,Turuncu,Yesil,Mavi,Kahverengi,B,40
1034,5,Eskiler hangi semte takim elbise giyip gittikleri gunleri anlatirlar?,Sultanahmet,Moda,Beyoglu,Bebek,C,40
1035,6,Hay bin kunduz sozu hangi oizgi karaktere aittir?,Kaptan Swing,Mr. No,Zagor,Conan,A,40
1036,7,TV'de dinlediginiz Breakfeast in America sarkisini seslendiren Amerikan muzik grubu hangisidir?,Supertramp,Depeche Mode,RHCP,The Cure,A,40
1037,1,Her toplantida veya her isin icinde bulunmaya meraklilara <Kimsiz dugun olmaz denir?,Nedime,Kamber,Kirve,Cengi,B,41
1038,2,Hangi icecegi getirene aziz ol denir?,Su,Kahve,Cay,Serbet,A,41
1039,3,Goz yasinin tadi nedir?,Tatli,Tuzlu,Eksi,Aci,B,41
1040,4,Halk arasinda anlatilan hikayeye gore coban zengin olunca hep ne yer?,Soganin cucugu,Yumurtanin sarisi,Ekmegin kenari,Yogurdun kaymagi,A,41
